workspace_id,workspace_name,capacity_name,report_id,report_name,report_total_pages,page_id,page_name,page_ordinal,view_date,view_count,unique_users,avg_dwell_seconds,top_persona
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-10,30,4,32.2,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-10,7,2,25.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-10,10,2,23.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-10,5,2,15.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-10,1,1,20.1,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-10,2,1,25.5,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-10,3,1,4.0,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-10,4,1,15.8,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-11,25,4,82.0,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-11,2,1,28.4,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-11,9,2,31.1,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-11,5,2,16.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-11,1,1,10.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-11,3,1,31.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-11,3,1,18.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-11,2,1,25.0,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-11,1,1,19.0,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-11,2,1,19.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-11,2,1,22.5,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-11,2,1,22.1,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-12,17,3,75.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-12,3,1,30.6,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-12,12,2,39.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-12,7,2,24.2,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-12,1,1,12.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-12,2,1,24.4,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-12,3,1,26.2,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-12,1,1,34.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-12,1,1,12.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-12,2,1,19.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-13,100,7,82.2,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-13,13,3,32.5,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-13,34,4,26.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-13,20,3,22.6,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-13,11,2,21.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-13,6,2,23.5,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-13,8,2,29.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-13,7,2,27.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-13,4,1,20.5,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-13,3,1,22.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-13,5,2,18.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-13,3,1,12.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-14,91,7,90.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-14,12,2,14.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-14,39,4,34.6,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-14,18,3,23.3,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-14,15,3,18.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-14,4,1,19.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-14,7,2,21.9,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-14,8,2,17.4,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-14,8,2,9.4,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-14,2,1,21.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-14,1,1,23.0,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-14,3,1,17.4,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-15,95,6,72.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-15,14,3,22.2,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-15,43,5,61.4,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-15,24,3,15.8,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-15,7,2,31.8,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-15,9,2,23.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-15,1,1,19.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-15,7,2,27.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-15,5,2,28.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-15,9,2,13.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-15,2,1,5.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-15,4,1,11.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-16,89,7,77.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-16,20,3,27.6,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-16,25,4,43.1,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-16,23,3,25.4,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-16,12,2,30.4,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-16,13,3,20.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-16,9,2,12.6,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-16,10,2,17.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-16,4,1,10.5,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-16,1,1,13.5,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-16,3,1,25.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-17,97,6,74.7,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-17,16,3,19.4,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-17,41,4,30.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-17,10,2,27.5,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-17,11,2,27.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-17,10,2,31.1,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-17,8,2,26.0,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-17,9,2,16.4,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-17,8,2,15.1,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-17,2,1,10.4,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-17,5,2,24.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-17,3,1,15.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-18,25,4,78.5,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-18,4,1,26.1,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-18,2,1,23.3,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-18,6,2,18.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-18,2,1,17.4,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-18,5,2,12.0,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-18,2,1,26.4,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-19,26,4,83.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-19,3,1,33.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-19,10,2,42.9,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-19,5,2,28.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-19,2,1,15.7,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-19,3,1,12.3,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-19,2,1,4.0,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-19,1,1,13.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-19,1,1,28.4,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-19,2,1,15.8,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-20,94,7,85.0,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-20,21,3,27.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-20,41,4,43.7,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-20,27,4,37.5,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-20,13,3,32.2,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-20,12,2,25.2,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-20,3,1,31.6,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-20,7,2,16.2,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-20,6,2,23.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-20,3,1,18.5,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-20,1,1,10.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-20,3,1,18.3,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-21,100,7,72.5,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-21,13,3,22.7,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-21,38,4,36.6,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-21,20,3,24.2,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-21,5,2,12.3,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-21,8,2,18.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-21,4,1,5.4,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-21,6,2,15.3,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-21,6,2,21.3,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-21,9,2,16.2,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p010,Competitive Share,11,2026-04-21,7,2,24.3,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-21,6,2,15.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-22,97,7,80.6,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-22,15,3,24.1,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-22,46,5,33.8,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-22,26,4,21.7,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-22,8,2,28.8,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-22,5,2,22.5,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-22,4,1,12.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-22,6,2,19.9,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p008,Digital Engagement,9,2026-04-22,7,2,14.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p009,Patient Hub Enrollment,10,2026-04-22,5,2,18.8,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p011,Forecast vs Actual,12,2026-04-22,5,2,14.9,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p000,Launch Scorecard,1,2026-04-23,88,7,77.1,MSL
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p001,Weekly TRx/NRx,2,2026-04-23,17,3,22.7,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p002,Payer Mix,3,2026-04-23,47,5,34.1,Commercial
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p003,Prior Auth Funnel,4,2026-04-23,18,3,19.9,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p004,Specialty Pharmacy Pull-Through,5,2026-04-23,3,1,21.9,Field Rep
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p005,Field Force Effectiveness,6,2026-04-23,10,2,24.5,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p006,Speaker Programs ROI,7,2026-04-23,8,2,12.8,Exec
ws-commercial,Commercial Analytics,Capacity-P1,rep-com-launch,Launch Performance — PRODUCT-A,12,rep-com-launch::p007,Sample Distribution,8,2026-04-23,10,2,24.3,Commercial
